/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_0_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_0_0.png [[0, 0], [640, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_3_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_3_24.png [[1593, 8913], [2233, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_0.png [[2124, 0], [2764, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_1.png [[2124, 376], [2764, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_2.png [[2124, 752], [2764, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_3.png [[2124, 1128], [2764, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_4.png [[2124, 1504], [2764, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_5.png [[2124, 1880], [2764, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_6.png [[2124, 2256], [2764, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_7.png [[2124, 2632], [2764, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_8.png [[2124, 3008], [2764, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_9.png [[2124, 3384], [2764, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_10.png [[2124, 3760], [2764, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_11.png [[2124, 4136], [2764, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_12.png [[2124, 4512], [2764, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_13.png [[2124, 4888], [2764, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_14.png [[2124, 5264], [2764, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_15.png [[2124, 5640], [2764, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_16.png [[2124, 6016], [2764, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_17.png [[2124, 6392], [2764, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_18.png [[2124, 6768], [2764, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_19.png [[2124, 7144], [2764, 7624]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_20.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_20.png [[2124, 7520], [2764, 8000]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_21.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_21.png [[2124, 7896], [2764, 8376]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_22.png [[2124, 8272], [2764, 8752]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_23.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_23.png [[2124, 8648], [2764, 9128]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_4_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_4_24.png [[2124, 8913], [2764, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_0.png [[2655, 0], [3295, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_1.png [[2655, 376], [3295, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_2.png [[2655, 752], [3295, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_3.png [[2655, 1128], [3295, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_4.png [[2655, 1504], [3295, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_5.png [[2655, 1880], [3295, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_6.png [[2655, 2256], [3295, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_7.png [[2655, 2632], [3295, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_8.png [[2655, 3008], [3295, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_9.png [[2655, 3384], [3295, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_10.png [[2655, 3760], [3295, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_11.png [[2655, 4136], [3295, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_12.png [[2655, 4512], [3295, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_13.png [[2655, 4888], [3295, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_14.png [[2655, 5264], [3295, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_15.png [[2655, 5640], [3295, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_16.png [[2655, 6016], [3295, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_17.png [[2655, 6392], [3295, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_18.png [[2655, 6768], [3295, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_19.png [[2655, 7144], [3295, 7624]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_20.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_20.png [[2655, 7520], [3295, 8000]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_21.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_21.png [[2655, 7896], [3295, 8376]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_22.png [[2655, 8272], [3295, 8752]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_23.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_23.png [[2655, 8648], [3295, 9128]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_5_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_5_24.png [[2655, 8913], [3295, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_0.png [[3186, 0], [3826, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_1.png [[3186, 376], [3826, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_2.png [[3186, 752], [3826, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_3.png [[3186, 1128], [3826, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_4.png [[3186, 1504], [3826, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_5.png [[3186, 1880], [3826, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_6.png [[3186, 2256], [3826, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_7.png [[3186, 2632], [3826, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_8.png [[3186, 3008], [3826, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_9.png [[3186, 3384], [3826, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_10.png [[3186, 3760], [3826, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_11.png [[3186, 4136], [3826, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_12.png [[3186, 4512], [3826, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_13.png [[3186, 4888], [3826, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_14.png [[3186, 5264], [3826, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_15.png [[3186, 5640], [3826, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_16.png [[3186, 6016], [3826, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_17.png [[3186, 6392], [3826, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_18.png [[3186, 6768], [3826, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_19.png [[3186, 7144], [3826, 7624]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_20.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_20.png [[3186, 7520], [3826, 8000]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_21.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_21.png [[3186, 7896], [3826, 8376]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_22.png [[3186, 8272], [3826, 8752]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_23.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_23.png [[3186, 8648], [3826, 9128]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_6_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_6_24.png [[3186, 8913], [3826, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_0.png [[3717, 0], [4357, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_1.png [[3717, 376], [4357, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_2.png [[3717, 752], [4357, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_3.png [[3717, 1128], [4357, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_4.png [[3717, 1504], [4357, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_5.png [[3717, 1880], [4357, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_6.png [[3717, 2256], [4357, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_7.png [[3717, 2632], [4357, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_8.png [[3717, 3008], [4357, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_9.png [[3717, 3384], [4357, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_10.png [[3717, 3760], [4357, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_11.png [[3717, 4136], [4357, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_12.png [[3717, 4512], [4357, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_13.png [[3717, 4888], [4357, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_14.png [[3717, 5264], [4357, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_15.png [[3717, 5640], [4357, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_16.png [[3717, 6016], [4357, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_17.png [[3717, 6392], [4357, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_18.png [[3717, 6768], [4357, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_19.png [[3717, 7144], [4357, 7624]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_20.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_20.png [[3717, 7520], [4357, 8000]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_21.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_21.png [[3717, 7896], [4357, 8376]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_7_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_7_22.png [[3717, 8272], [4357, 8752]]
